k,head,program,strategy,increase,kl_div,spike
1,"(7, 2)",initial_element_reinforcement,smart,0.0,-9.98377799987793e-08,False
2,"(5, 1)",cls_attention,smart,0.5649295062329143,0.0016699863830581308,False
3,"(4, 11)",previous_attention,smart,1.4040812984567823,0.0022838733857497573,False
4,"(7, 10)",sentence_beginning_salience,smart,2.1698349895838707,0.0035730638541281224,False
5,"(6, 9)",initial_element_reinforcement,smart,2.1698349895838707,0.0035730638541281224,False
6,"(10, 10)",sentence_beginning_salience,smart,2.654561364613194,0.005438076704740525,False
7,"(10, 8)",sentence_beginning_salience,smart,2.62174501302878,0.006281398702412844,False
8,"(10, 1)",sentence_beginning_salience,smart,3.298261071813357,0.008308480400592089,False
9,"(9, 9)",sentence_beginning_salience,smart,3.280778829885503,0.009193270280957223,False
10,"(9, 11)",sentence_beginning_salience,smart,3.392083451441593,0.010808371379971505,False
11,"(9, 6)",sentence_beginning_salience,smart,3.6438971982227635,0.01232584472745657,False
12,"(8, 1)",sentence_beginning_salience,smart,4.712977294502813,0.01577384863048792,False
13,"(3, 0)",sentence_beginning_salience,smart,5.324081698695904,0.016923345066606997,False
14,"(10, 6)",sentence_beginning_salience,smart,5.796457592502517,0.021365542337298392,False
15,"(9, 1)",sentence_beginning_salience,smart,6.709755500763916,0.02333476897329092,False
16,"(11, 9)",sentence_beginning_salience,smart,7.346470290044415,0.024397873692214488,False
17,"(6, 10)",sentence_beginning_salience,smart,7.4503220590020875,0.02809862680733204,False
18,"(5, 5)",sentence_beginning_salience,smart,7.204833714633781,0.031888244673609734,False
19,"(7, 11)",sentence_beginning_salience,smart,8.21123435176374,0.03525109738111496,False
20,"(9, 4)",sentence_beginning_salience,smart,7.814795151000487,0.0370405662804842,False
21,"(0, 1)",lexical_diversity_focus,smart,7.816148899166519,0.0365216851234436,False
22,"(10, 2)",sentence_beginning_salience,smart,7.925523249233956,0.03890868425369263,False
23,"(11, 5)",sentence_beginning_salience,smart,7.726128271442327,0.04025423601269722,False
